text,label,label_text
"Infections after tooth extraction and fracture of the sclerotic bone following mild trauma are serious complications, as these ordinarily common problems are very difficult to treat in such patients.",0,Not-Related
"Infarction and necrosis may be common and incite complications from parasitic vascular attachment, pain and thrombosis.",0,Not-Related
"One week after the termination of IFN therapy, TSH-receptor antibodies became positive and subsequently she showed Graves' hyperthyroidism.",0,Not-Related
In the two years following treatment there has been no recurrence while oral corticosteroid treatment has been continued.,0,Not-Related
Severe neutropenia due to chemotherapy was the most relevant risk factor.,0,Not-Related
We emphasize the need for long term follow up of patients treated with purine analogs and suggest that even those who are apparently cured be monitored periodically.,0,Not-Related
There was no residual corneal scarring.,0,Not-Related
The authors report a case of mania occurring in a woman in late life who had begun receiving hormone replacement therapy for osteoporosis.,0,Not-Related
Subglottic stenosis in Wegener's granulomatosis: development during cyclophosphamide treatment with response to carbon dioxide laser therapy.,1,Related
"Antihistone antibodies, lupus anticoagulant and anticardiolipin antibodies were negative.",0,Not-Related
Haematological malignancies developing in previously healthy individuals who received haematopoietic growth factors: report from the Research on Adverse Drug Events and Reports (RADAR) project.,0,Not-Related
Acute hepatic failure is a rare and potentially lethal complication of propylthiouracil (PTU) use for hyperthyroidism.,1,Related
"Less common adverse events to dapsone include the idiosyncratic reactions of leukopenia and agranulocytosis, cutaneous eruptions, peripheral neuropathy, psychosis, toxic hepatitis, cholestatic jaundice, nephrotic syndrome, renal papillary necrosis, severe hypoalbuminemia without proteinuria, an infectious mononucleosis-like syndrome, and minor neurological and gastrointestinal complaints.",1,Related
Four weeks later the patient was admitted to our hospital.,0,Not-Related
"The authors describe a case of oral-facial dyskinesia that occurred after discontinuation of amoxapine, and antidepressant which may also have neuroleptic effects.",1,Related
"However, a large case-control study included three cases of either Stevens-Johnson syndrome or toxic epidermal necrolysis associated with ofloxacin use, but no details of the cases were given.",1,Related
Ceftriaxone was approved in 1997 for the treatment of otitis media despite previous studies that documented an association of ceftriaxone with elevated hepato-biliary enzymes and transient biliary stasis.,1,Related
The vitritis episodes resolved after 2 to 9 weeks.,0,Not-Related
"CASE REPORT: Soon after initiation of amiodarone HCl (200 mg/day), a 76-year-old man came to us with symptoms of visual ""shining,"" glare, color vision anomalies, and gradually decreased vision.",1,Related
Evidence obtained indicated that the Reye-like syndrome might be caused by calcium hopantenate possibly due to the induction of pantothenic acid deficiency.,1,Related
"She was unresponsive to standard therapies, including racemic epinephrine and albuterol nebulizers.",0,Not-Related
"An association of granulocytopenia, eosinophilia, skin reaction and hepatitis during propylthiouracil (PTU) therapy for thyrotoxicosis in a 47 year old black female is reported.",1,Related
"This communication describes the profile of two children with unexpected, acute fatal neurologic toxicity during induction chemotherapy for ALL.",0,Not-Related
"Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis.",1,Related
Serious adverse events experienced by patients with chronic heart failure taking spironolactone.,1,Related
BACKGROUND: The skin contains a system for producing serotonin as well as serotonin receptors.,0,Not-Related
"After three months, 17 (74%) out of 23 eyes showed a significant low endothelial cell count compared to the normal fellow eye ( P 0.001).",0,Not-Related
Thrombotic microangiopathy with renal failure in two patients undergoing gemcitabine chemotherapy.,1,Related
Topical application of glucocorticoids and dimethisone is helpful.,0,Not-Related
PURPOSE: To report a case of nodular scleritis following alendronate sodium.,1,Related
This observation also suggests that early administration of ribavirin in patients affected by acute syncytia; giant cell hepatitis of unknown origin could avoid liver transplantation.,0,Not-Related
"G-CSF was used as an adjunctive therapy with discontinuation of carbimazole, barrier nursing and a broad-spectrum antibiotic regimen to treat her neutropenic sepsis.",0,Not-Related
"Three of the four patients had a significant decrease in visual acuity as the result of a retinopathy, primarily affecting the region about the macula accompanied by macular edema.",0,Not-Related
"These medications have been associated with cerebral arteritis, renal necrotizing vasculitis, and systemic and pulmonary hypertension.",0,Not-Related
A relatively uncommon but unique and life threatening iatrogenic condition is described.,0,Not-Related
"A study of in vitro reactivity to L-T4, as assessed by peripheral blood lymphocyte transformation, was carried out in a patient with Hashimoto's disease who developed leukopenia during treatment with L-T4.",1,Related
Widespread dermatophyte infections that mimic collagen vascular disease.,0,Not-Related
"PURPOSE: We examined an 82-year-old woman with delayed-onset endophthalmitis caused by an opportunistic pathogen, Ovadendron sulphureo-ochraceum.",0,Not-Related
"Possible mechanisms by which clonidine decreases spasticity are described, probable mechanisms of induced bradycardia are reviewed, and specific treatment recommendations for the use of clonidine in spinal cord injured patients are presented.",1,Related
"On the fifth day of tocolysis with magnesium sulfate, nifedipine, terbutaline and betamethasone, edema developed in both labia.",1,Related
Suppression by propranolol and amiodarone of an electrical storm refractory to metoprolol and amiodarone.,0,Not-Related
The bronchospasm was severe in all three and in one patient resulted in respiratory arrest.,0,Not-Related
"It most commonly occurs in association with hematologic malignancies and appears a few hours to a few days after initiation of specific chemotherapy, as the result from the release of intracellular components into the bloodstream due to abrupt malignant cell death.",0,Not-Related
Cerebellar hemorrhage after multiple manual pumping tests of a ventriculoperitoneal shunt: a case report.,0,Not-Related
Opioid-related narcosis is the most likely diagnosis in this case.,0,Not-Related
Neutropenic enterocolitis: a serious complication during the treatment of acute leukemias.,0,Not-Related
"A hematopoietic stem cell transplant recipient developed abdominal pain, pneumatosis intestinalis, hepatitis, pancreatitis, and inappropriate antidiuretic hormone secretion.",0,Not-Related
